Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Annual Income_nan,Years in current job_nan,Bankruptcies_nan,Credit Score_nan,Term_Long Term,Term_Short Term,Credit Default
Own Home,-0.3957123535322641,10+ years,-0.11095342154390785,0.5844983299302937,-0.25810875355298124,-0.5294032043763104,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36659107451880596,-0.33776048746774334,0.7845522197922356,-0.23142505192227142,0,0,0,0,0,1,1
Home Mortgage,-0.40875006908465633,7 years,-0.11095342154390785,0.5844983299302937,0.11113199872367734,-0.5464238918211405,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3698734331852476,-0.08592172047674643,-0.7134391978014445,-0.2265565436254781,1,0,0,1,0,1,1
Rent,-0.40875006908465633,< 1 year,-0.11095342154390785,-0.4341227023397134,-0.6415510732248957,-1.1616430128996884,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36846828321235775,-0.5419573134922497,-0.4735425593611691,-0.2265565436254781,1,0,0,1,0,1,1
Own Home,-0.7944985394624444,1 year,-0.11095342154390785,-0.4341227023397134,0.19634140309521358,-0.77541587180577,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,-0.2220927888853605,-0.4828499787484011,-0.27593712777866714,0,0,0,0,0,1,0
Rent,-0.40875006908465633,< 1 year,-0.11095342154390785,-1.2490195281557193,-0.5847448036438715,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36922977939678314,-0.6830898387392813,-1.3117972585878144,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,-0.030434084277455538,6 years,-0.11095342154390785,-0.026674289431710546,-1.1244043646636028,-0.14655020837057428,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,-0.008929474598653847,-0.43463586931003745,-0.23281605429278376,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,-0.6378469087937149,2.369181214569396,1.4863110713037142,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3610517927718275,1.2728599107770755,1.2026314365916808,-0.2265565436254781,1,0,0,1,1,0,1
Home Mortgage,1.2501016938125273,10+ years,-0.11095342154390785,0.1770499170222909,1.0626370142058355,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,3.3433416036959365,2.8113895299559317,-0.2230790376991972,0,0,0,0,0,1,0
Own Home,-0.40875006908465633,4 years,-0.11095342154390785,-0.026674289431710546,-1.578854521311798,0.037528151440252656,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3647614162657296,-0.5898383608123989,0.037862403185925986,-0.2265565436254781,1,0,0,1,1,0,1
Own Home,-0.5644124911344308,10+ years,-0.11095342154390785,0.3807741234762923,1.502885603458774,1.1517458405599628,-0.3409788778582933,-0.3370990397177327,home improvements,Long Term,-0.3620579325268149,-0.6446534923886497,-0.7994699391645071,-0.23142505192227142,0,0,0,0,1,0,0
Rent,-0.8285496942858326,10+ years,-0.11095342154390785,-1.2490195281557193,2.5822047254982374,-0.17136892001920306,1.6647792271904904,2.545731972691612,other,Short Term,-0.37054120676235913,0.2742920013100439,-0.13537298829174224,4.301156172392278,0,0,0,0,0,1,1
Rent,-0.14525487465363748,2 years,-0.11095342154390785,1.1956709492922981,-0.27231032094823754,-0.14992435345875643,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3650625690554073,-0.4188175413580334,-0.2906643459958282,-0.2230790376991972,0,0,0,0,0,1,0
Home Mortgage,-0.30089260406032026,5 years,-0.11095342154390785,-0.4341227023397134,0.5371790205813601,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36678541110161855,-0.5434517282026164,-0.14577046580540673,-0.22586104244022193,0,0,0,0,0,1,0
Home Mortgage,-0.40652773120640767,6 years,-0.11095342154390785,2.621740394470308,-0.5563416688533591,-0.01233421486288376,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,-0.005043996351700416,0.25587402847243973,-0.2355980590338085,0,0,0,0,0,1,0
Home Mortgage,0.4291453889443721,7 years,-0.11095342154390785,-0.23039849588571198,1.2330558229489084,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3478120962151032,1.1180983233714996,1.1036876989616475,-0.2648091088145682,0,0,0,0,1,0,0
Rent,-0.40875006908465633,< 1 year,-0.11095342154390785,0.1770499170222909,0.9632260424390429,0.3209563388475544,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3669921521471639,0.10900973434348642,1.7584772304471805,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-1.1290838533543295,< 1 year,-0.11095342154390785,-0.6378469087937149,-1.0533965276873225,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.37090920582342984,-0.8406609258003466,-1.2133566247084424,-0.22029703295817246,0,0,0,0,0,1,0
Rent,-0.5827097396653449,2 years,-0.11095342154390785,-0.23039849588571198,-0.7835667471774566,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3704226752295798,-0.7606798505015205,-1.2781731579186253,-0.2745461254081548,0,0,0,0,0,1,1
Home Mortgage,0.053594980163436334,8 years,-0.11095342154390785,0.5844983299302937,1.2898620925299327,-0.30873411560919695,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,0.14840250610875275,0.2422902272045877,-0.22586104244022193,0,0,0,0,0,1,0
Home Mortgage,-0.46011076671529255,< 1 year,-0.11095342154390785,-1.0452953217017178,-1.3232263081971882,-0.9939854925180146,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35846201660796273,-0.3586822934128772,-0.8338486954596882,-0.24742157918316363,0,0,0,0,1,0,0
Own Home,-0.40875006908465633,8 years,-0.11095342154390785,-0.8415711152477163,-0.04508524262413988,-0.1921386575620133,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3598168595931033,-0.31199677786102137,-0.7772495235103049,-0.2265565436254781,1,0,0,1,0,1,1
Rent,0.2966446661145673,10+ years,-0.11095342154390785,2.8254646009243096,1.502885603458774,0.19198901547703615,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.35820772512194193,-0.030030610309031706,0.260653514103721,-0.25994060051777496,0,0,0,0,0,1,0
Home Mortgage,-0.10122789202122191,7 years,-0.11095342154390785,0.5844983299302937,2.5822047254982374,0.11768284253506894,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3608657258308367,-0.006418857885237784,0.36051960860996635,3.654340070104027,0,0,0,0,1,0,1
Rent,-0.536929579373422,10+ years,-0.11095342154390785,-1.0452953217017178,-1.1102027972683468,-1.1629176899330016,1.6647792271904904,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,-0.7756837741936022,-1.1487077927484801,-0.2522900874799569,0,0,0,0,0,1,0
Rent,-0.12305618851424231,10+ years,7.253211725175639,-1.2490195281557193,-0.6415510732248957,-1.0131806290196732,5.676295437288058,2.545731972691612,other,Short Term,-0.36844140687643684,-0.7762217634893342,-0.19767400274861904,-0.23003404955175905,0,0,0,0,0,1,1
Rent,-0.2263948998528061,10+ years,-0.11095342154390785,0.3807741234762923,0.721799396719689,-0.19753728970310475,-0.3409788778582933,-0.3370990397177327,take a trip,Short Term,-0.3702145559103975,0.24135510109356173,-0.7865569428975367,-0.248812581553676,0,0,0,0,0,1,0
Home Mortgage,0.7903987573752413,7 years,-0.11095342154390785,-0.4341227023397134,0.6223884249528964,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,business loan,Short Term,-0.35931447885242807,2.024849393033601,0.9526727231381817,4.301156172392278,0,0,0,0,0,1,1
Home Mortgage,0.7911889219541742,6 years,-0.11095342154390785,-0.026674289431710546,0.48037275100033544,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36663380100155196,3.546342897952149,1.0036539032051819,-0.23838006377483326,0,0,0,0,0,1,1
Rent,-0.482506993999421,10+ years,-0.11095342154390785,0.5844983299302937,-0.25810875355298124,0.5162818489523219,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3615748476170572,0.34452949269727895,0.04280959006742764,-0.2237745388844534,0,0,0,0,0,1,1
Home Mortgage,-0.40875006908465633,6 years,-0.11095342154390785,-0.4341227023397134,-0.1871009165767008,-0.6051340163555101,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.36806789472081824,-0.5605478324892116,-1.2577974560168472,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,0.06134847009421507,5 years,-0.11095342154390785,0.3807741234762923,-0.7267604775964324,-0.9453978032481914,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3631605514363901,-0.5618031408459196,0.5758480138929537,4.162055935341041,0,0,0,0,0,1,1
Rent,-0.4409739683192622,10+ years,-0.11095342154390785,0.3807741234762923,-0.42852756229605427,-0.5521224479700704,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3628297657635175,-0.24050397811707827,-0.09663399949083096,-0.2481170803684198,0,0,0,0,0,1,0
Home Mortgage,-0.7759790571437054,10+ years,-0.11095342154390785,-0.6378469087937149,1.2188542555536521,-0.6525220095939797,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.36687017493029217,-0.4874410648580724,-1.2338161772353307,-0.22864304718124667,0,1,0,0,0,1,0
Rent,-0.7262974592433015,2 years,-0.11095342154390785,0.5844983299302937,1.801118518759152,-1.1629176899330016,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,2.76051988315993,-0.6542775231234113,-1.242788194122122,-0.22864304718124667,0,0,0,0,0,1,0
Rent,0.9941130628813707,2 years,-0.11095342154390785,0.1770499170222909,-0.2155040513672129,1.1788889632693391,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3547172471363179,1.2377710533776651,0.7121052796970249,-0.264113607629312,0,0,0,0,0,1,1
Home Mortgage,0.4629743099799354,1 year,-0.11095342154390785,-1.2490195281557193,1.6022965752255671,-0.3291289481422091,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3481235860570582,0.25480483348686206,0.12615711142696406,-0.23907556496008942,0,0,0,0,0,1,1
Rent,-0.6859249877884505,1 year,-0.11095342154390785,-1.656467941063722,-1.1812106342446274,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3643086533759853,-0.6595976394923168,-1.0712298151466575,-0.23281605429278376,0,0,0,0,0,1,1
Rent,-0.4134416712720702,4 years,-0.11095342154390785,0.7882225363842952,-1.2238153364303956,0.21898217618249347,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3565937666930512,-0.26800120878782563,-0.5502658813369999,-0.256463094591494,0,0,0,0,1,0,1
Home Mortgage,-0.3737112085376021,6 years,-0.11095342154390785,-0.6378469087937149,-0.11609307960042034,-1.0742151646147904,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,-0.44804829309280614,-0.1431710964269906,-0.22168803532868483,0,0,0,0,0,1,0
Home Mortgage,2.0107585642508683,3 years,-0.11095342154390785,-0.026674289431710546,-0.22970561876246917,-0.1017865502006909,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3595977140848252,0.22999754929477476,0.6602017427538125,-0.22586104244022193,0,0,0,0,0,1,0
Rent,0.30020040671976517,5 years,-0.11095342154390785,-0.23039849588571198,-0.8119698819679689,0.6198306126585345,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3581829161964765,-0.15424636103471212,-0.09596319448994937,-0.22099253414342865,0,0,0,0,0,1,0
Home Mortgage,4.8794510680666345,1 year,-0.11095342154390785,-0.8415711152477163,1.1762495533678843,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3477831524687268,1.9177297465945156,4.2030583549098814,-0.23351155547803995,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,5 years,-0.11095342154390785,0.3807741234762923,0.721799396719689,-1.136149472233423,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3547896065022588,-0.4679538970348906,0.5306525269585572,-0.2265565436254781,1,0,0,1,1,0,1
Rent,-0.5020635673280094,3 years,-0.11095342154390785,3.029188807378311,0.7075978293244332,-0.14227629125887686,1.6647792271904904,-0.3370990397177327,debt consolidation,Short Term,-0.36513699583180365,-0.402857192251317,-0.3564032360822231,-0.2481170803684198,0,0,0,0,0,1,0
Home Mortgage,-0.301262993706695,10+ years,-0.11095342154390785,0.3807741234762923,0.49457431839559174,-0.9260527047426137,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3593124114419726,-0.4185784350043747,-0.5725701476163125,-0.2362935602190647,0,0,0,0,1,0,0
Rent,-0.38531675079067856,9 years,-0.11095342154390785,-0.8415711152477163,-0.6131479384343835,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36778741603569504,-0.564971300031897,-0.2591365109543939,-0.2529855886652131,0,0,0,0,0,1,0
Home Mortgage,3.132125564972062,10+ years,-0.11095342154390785,-1.0452953217017178,0.6649931271386648,1.321577809998465,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36761099701016303,1.1706419445879928,0.4467180512232494,-0.23768456258957707,0,0,0,0,0,1,1
Home Mortgage,0.09359706197191263,10+ years,-0.11095342154390785,0.1770499170222909,1.4460793338777498,0.37809186234077236,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.36526999923777115,0.3433339609289856,0.22669401093409097,-0.23072955073701523,0,0,0,0,0,1,0
Home Mortgage,-0.03991605922464992,7 years,-0.11095342154390785,0.3807741234762923,-0.7835667471774566,-0.10411096126143861,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36366017562979136,0.1441583683313113,-0.10828923638114842,-0.2481170803684198,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,4 years,-0.11095342154390785,-0.6378469087937149,-0.982388690711042,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,other,Long Term,-0.35175051313274214,-0.9118548426022163,-0.6621226152340035,-0.2265565436254781,1,0,0,1,1,0,1
Own Home,1.3332418231021197,5 years,-0.11095342154390785,-0.8415711152477163,-1.4794435495450051,0.5528725779086084,-0.3409788778582933,-0.3370990397177327,take a trip,Long Term,-0.352825566569578,-0.3849839923153312,0.30433968978613396,-0.2912381538543032,0,0,0,0,1,0,1
Home Mortgage,2.1206655186518115,2 years,-0.11095342154390785,6.492500317096336,1.5170871708540303,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,home improvements,Long Term,-0.3495080619253936,0.49821510151139076,1.866812238089556,-0.27385062422289863,0,0,0,0,1,0,0
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,-0.23039849588571198,0.054325729142652664,0.6867886474084606,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.358826569984941,0.2286226877612374,0.18678111338163692,-0.2265565436254781,1,0,0,1,0,1,1
Rent,-0.7558051677378257,2 years,-0.11095342154390785,-0.23039849588571198,-1.3516294429877003,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36503431444584944,-0.6846440300380626,-0.6570915777273917,-0.23838006377483326,0,0,0,0,0,1,0
Home Mortgage,0.7627923823987743,5 years,-0.11095342154390785,-0.8415711152477163,-1.4794435495450051,-0.4200059225172487,-0.3409788778582933,-0.3370990397177327,other,Long Term,-0.35495499933869507,-0.1869441548975356,0.5037364762981839,-0.2745461254081548,0,0,0,0,1,0,0
Rent,-0.36966161507057116,10+ years,-0.11095342154390785,-0.8415711152477163,-0.1586977817861887,1.4258763837242736,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3541590463133455,1.0128915277616837,0.4828576706457446,-0.23281605429278376,0,0,0,0,0,1,1
Rent,-0.40875006908465633,1 year,-0.11095342154390785,0.7882225363842952,-0.5847448036438715,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,small business,Long Term,-0.36249002131200464,-0.9118548426022163,-0.5251945444290509,-0.2265565436254781,1,0,0,1,1,0,1
Rent,-0.4336896386072249,2 years,-0.11095342154390785,-0.4341227023397134,-0.8971792863395054,-0.19543782164823584,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3681285387608449,-0.4785343531842869,-0.2939345203751259,-0.22099253414342865,0,0,0,0,0,1,0
Home Mortgage,0.8950461787976627,10+ years,-0.11095342154390785,-0.026674289431710546,1.162047985972628,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35789072218543905,0.3583378846210673,0.7662727835182125,-0.22516554125496577,0,0,0,0,1,0,0
Home Mortgage,-0.5285093880791687,7 years,-0.11095342154390785,0.9919467428382966,-0.7977683145727129,-0.6348264931315132,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36352579395018686,-0.10182229299504816,-0.1992671646257128,4.356796267212772,0,0,0,0,0,1,1
Home Mortgage,-0.40875006908465633,2 years,-0.11095342154390785,-0.4341227023397134,0.15373670090944522,-1.1629176899330016,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.35919456904601177,-0.5052544882056436,0.2292933803125071,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,1.0670057452879274,10+ years,-0.11095342154390785,3.2329130138323126,2.085149866664274,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3495948931645226,1.7553765324602768,3.2152979911117536,-0.24533507562739507,0,0,0,0,1,0,1
Rent,-0.7047901671104726,2 years,-0.11095342154390785,-1.0452953217017178,-0.6131479384343835,-0.7567456023178286,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3665400783942381,-0.40429183037326905,-0.4680922687290063,4.356796267212772,0,0,0,0,0,1,1
Home Mortgage,0.8365986925997223,7 years,-0.11095342154390785,1.603119362200301,-0.6841557754106641,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3550039280528075,-0.617216038306317,1.3199384611208471,-0.2745461254081548,0,0,0,0,1,0,0
Home Mortgage,-0.7088644532205952,10+ years,-0.11095342154390785,-0.23039849588571198,-1.3232263081971882,-0.3184816458639454,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.36719958232952776,-0.512905891522721,-0.0287988437766811,-0.2578540969620064,0,1,0,0,0,1,1
Rent,-0.40875006908465633,10+ years,-0.11095342154390785,-0.026674289431710546,-0.5989463710391275,-0.5322524824507754,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36564282225657124,-0.2708704850317297,-0.2912513003715996,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,0.800078273467169,10+ years,-0.11095342154390785,0.3807741234762923,0.3525586444430308,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35469519475812644,0.9185640712433373,0.004070601266516356,-0.22238353651394102,0,0,0,0,0,1,1
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,-0.8415711152477163,0.5371790205813601,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,home improvements,Short Term,-0.3690533603712511,-0.5194813162483346,-0.7532682447287883,-0.2265565436254781,1,0,0,1,0,1,1
Rent,0.30790451136436064,1 year,-0.11095342154390785,2.4180161880163067,-0.27231032094823754,1.6448209094463162,1.6647792271904904,-0.3370990397177327,debt consolidation,Short Term,-0.3615769150275127,0.41715804762110076,1.4506615856676452,-0.22168803532868483,0,0,0,0,0,1,1
Home Mortgage,1.287017195234547,4 years,-0.11095342154390785,-0.23039849588571198,0.15373670090944522,-0.6190804827199964,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.3684827550855459,-0.20499668459876538,-0.7157031646794197,-0.24116206851585797,0,0,0,0,0,1,1
Own Home,0.7291610025079444,5 years,-0.11095342154390785,-0.6378469087937149,0.579783722767128,0.9304019227752127,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35700173568959404,-0.25598611451647735,-0.43212035055673154,4.4472114212960765,0,0,0,0,0,1,1
Home Mortgage,-0.29220079369205876,10+ years,-0.11095342154390785,-0.4341227023397134,0.3099539422572624,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35464902259128794,-0.42688738079401356,0.20355123840367642,-0.2898471514837908,0,1,0,0,1,0,0
Home Mortgage,0.302200510810189,4 years,-0.11095342154390785,2.621740394470308,-0.14449621439093244,-1.1629176899330016,1.6647792271904904,2.545731972691612,debt consolidation,Long Term,-0.35892718396043977,-0.7561368297820058,-0.5438093832035147,-0.26133160288828733,0,0,0,0,1,0,0
Home Mortgage,0.24116029708762518,6 years,-0.11095342154390785,0.1770499170222909,-1.3090247408019322,0.12345637968595842,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36139980686516215,0.46766926483149535,0.37427111112803874,-0.24742157918316363,0,0,0,0,0,1,0
Rent,-0.019322394886212124,10+ years,-0.11095342154390785,3.844085633194317,-0.07348837741465196,1.6448209094463162,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.36484618009440317,0.44381840605404277,1.4440373862839395,-0.2578540969620064,0,0,0,0,0,1,1
Home Mortgage,0.607055882419725,3 years,-0.11095342154390785,0.7882225363842952,-0.41432599490079824,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3480174589870116,0.7707365680938629,0.6056149858070738,-0.23490255784855232,0,0,0,0,1,0,0
Home Mortgage,3.1355084570756184,5 years,-0.11095342154390785,0.7882225363842952,1.020032312020067,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3521612386765589,1.115169270539181,3.7079204136341644,-0.23768456258957707,0,0,0,0,1,0,0
Home Mortgage,0.7413344755521287,2 years,-0.11095342154390785,0.9919467428382966,-0.1728993491814445,1.26009338839159,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3476508381995778,-0.28342356859881,0.9004337836945286,-0.22447004006970958,0,0,0,0,0,1,1
Home Mortgage,-0.7029135262355071,1 year,-0.11095342154390785,-0.23039849588571198,0.679194694533921,-0.6422496123255139,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.366478745217393,-0.43896225165377656,-1.2272758284767353,-0.2237745388844534,0,0,0,0,0,1,0
Own Home,-0.40875006908465633,10+ years,-0.11095342154390785,0.9919467428382966,0.011721026956884288,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,home improvements,Long Term,-0.3608319581267309,-0.13057483202250353,1.2178922503617367,-0.2265565436254781,1,0,0,1,1,0,0
Home Mortgage,-0.0871283928158886,10+ years,-0.11095342154390785,0.3807741234762923,-0.5421401014581031,-0.7378503898240085,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3613267583624028,-0.43346280551962707,0.7262760353406482,-0.24185756970111416,0,0,0,0,1,0,1
Home Mortgage,1.3694659305175731,5 years,-0.11095342154390785,1.603119362200301,1.3892730642967257,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3530777906451433,1.0689619676946422,1.3066062117283257,-0.2265565436254781,0,0,0,0,0,1,0
Own Home,-0.5711782753415434,2 years,-0.11095342154390785,-0.23039849588571198,-0.7835667471774566,-0.44564942518743317,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.37123930235948394,-0.01723842038829272,0.004406003766957146,-0.23907556496008942,0,0,0,0,0,1,0
Rent,-0.3692665327811047,1 year,-0.11095342154390785,0.1770499170222909,-0.32911659052926173,-0.4194810555035315,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3635512920124708,-0.16590279577557243,0.02930963942468583,-0.23490255784855232,0,0,0,0,0,1,0
Rent,-0.40875006908465633,2 years,-0.11095342154390785,-1.0452953217017178,1.4460793338777498,0.6031098492215429,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3709119623707038,0.8512556326884209,-0.40679746177345183,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,0.3255350585318002,4 years,-0.11095342154390785,0.5844983299302937,-0.3717212927150301,-0.03010471232730982,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36173886217985657,0.10052145878860355,-0.07743220634059571,-0.22099253414342865,0,0,0,0,0,1,0
Home Mortgage,-0.06559640803996804,1 year,-0.11095342154390785,2.8254646009243096,-0.854574584153737,-0.9244031226995024,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3650370709931234,-0.4454778997909754,0.23985855907639198,-0.23907556496008942,0,0,0,0,0,1,0
Home Mortgage,0.8590196125269424,9 years,-0.11095342154390785,-0.23039849588571198,2.2271655406168347,-0.5070588657923486,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,-0.7035932085655124,0.9242473612258247,-0.22029703295817246,0,0,0,0,0,1,0
Home Mortgage,-0.005222895680878812,10+ years,-0.11095342154390785,-0.6378469087937149,1.1052417163916037,0.44879894718867863,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,0.037457158011128644,-0.8836559667751456,-0.22168803532868483,0,0,0,0,0,1,0
Rent,-0.5821911941604202,1 year,-0.11095342154390785,-1.2490195281557193,0.45196961620982334,-0.9597191746224757,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.36518178972500515,-0.5787796919556853,-1.0385280713536804,-0.22447004006970958,0,0,0,0,0,1,1
Rent,0.01993890762951461,9 years,-0.11095342154390785,-1.0452953217017178,1.6733044122018474,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,buy house,Long Term,-0.3637242653539104,-0.5937238390593524,-0.5823806707542056,-0.2780236313344357,0,0,0,0,1,0,1
Rent,-0.44961639340134046,5 years,-0.11095342154390785,-1.0452953217017178,-0.7409620449916885,-1.1589436968291427,3.6705373322392743,5.428562985100957,home improvements,Short Term,2.76051988315993,-0.49359805346478325,-0.519744253796888,-0.2536810898504693,0,0,0,0,0,1,0
Rent,-0.40875006908465633,3 years,-0.11095342154390785,-0.026674289431710546,-1.152807499454115,-1.0013336307100558,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3645705253670094,-0.6741831270654958,-1.1069501814436018,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,0.5712268572937379,7 years,-0.11095342154390785,0.3807741234762923,-0.3717212927150301,1.494109095507513,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3481380579302464,-0.21228942838535492,0.8609401392676256,-0.25924509933251877,0,0,0,0,1,0,1
Rent,0.6044137696089182,2 years,-0.11095342154390785,0.1770499170222909,-1.152807499454115,-0.13807735514913905,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3510062453687789,-0.019629483924879447,1.0308215057408858,-0.2515945862947007,0,0,0,0,1,0,1
Home Mortgage,-0.9773722541992194,10+ years,-0.11095342154390785,-1.2490195281557193,-1.0391949602920663,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3649950336471958,-0.6399311419038909,-0.9558513549950257,-0.26063610170303114,0,0,0,0,1,0,0
Own Home,-0.5885125107918832,< 1 year,-0.11095342154390785,-1.0452953217017178,-0.7977683145727129,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3616430721620872,-0.5607869388428702,-0.04892299380312852,-0.22516554125496577,0,0,0,0,0,1,0
